type,Ques No.,ACC No,Member asking,PARTY,Executive,Date of publication,Due Date,Date replied to,Response,Status,NOTES,CLUSTER,Question Day,pmg_id,member_id,department,member_match
written,1111,NW1236E,Mr M Manyi,MK,"Planning, Monitoring and Evaluation","Friday, March 13, 2026","Friday, March 27, 2026",2026-04-14,Late,A,[207] [ (Rule 137(8))],,,36502,2108,"Planning, Monitoring and Evaluation",pmg_code
written,1112,NW1237E,Mr J B Mtolo,MK,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-27,Timeous,A,[208] [ (Rule 137(8))],,,37311,2357,Cooperative Governance and Traditional Affairs,pmg_code
written,1113,NW1239E,Mr G Taaibosch,MK,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-20,Timeous,A,[210] [ (Rule 137(8))],,,37542,2110,Cooperative Governance and Traditional Affairs,pmg_code
written,1114,NW1240E,Mr G Taaibosch,MK,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-20,Timeous,A,[211] [ (Rule 137(8))],,,,2134,Cooperative Governance and Traditional Affairs,member_name
written,1115,NW1245E,Ms S Gcilishe,EFF,Public Service and Administration,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-30,Late,A,[215] [ (Rule 137(8))],,,37561,2102,Public Service and Administration,pmg_code
written,1116,NW1246E,Mr C Matiwane,EFF,"Planning, Monitoring and Evaluation","Friday, March 13, 2026","Friday, March 27, 2026",2026-04-14,Late,A,[216] [ (Rule 137(8))],,,38572,2133,"Planning, Monitoring and Evaluation",pmg_code
written,1117,NW1248E,Ms H O Mkhaliphi,EFF,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-28,Late,A,[218] [ (Rule 137(8))],,,36617,2104,Cooperative Governance and Traditional Affairs,pmg_code
written,1118,NW1249E,Ms H O Mkhaliphi,EFF,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-05-04,Late,A,[219] [ (Rule 137(8))],,,,481,Cooperative Governance and Traditional Affairs,member_name
written,1119,NW1257E,Ms P P Xaba-Ntshaba,ANC,Public Service and Administration,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-30,Late,A,[227] [ (Rule 137(8))],,,37981,2093,Public Service and Administration,pmg_code
written,1120,NW1259E,Mr N T Tshotetsi,ANC,"Women, Youth and Persons with Disabilities","Friday, March 13, 2026","Friday, March 27, 2026",,Late,U,[229] [ (Rule 137(8))],,,37516,2105,"Women, Youth and Persons with Disabilities",pmg_code
written,1121,NW1260E,Ms C Labuschagne,DA,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-27,Timeous,A,[230] [ (Rule 137(8))],,,37517,2105,Cooperative Governance and Traditional Affairs,pmg_code
written,1122,NW1261E,Ms C Labuschagne,DA,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-05-14,Late,A,[231] [ (Rule 137(8))],,,37663,2105,Cooperative Governance and Traditional Affairs,pmg_code
written,1123,NW1263E,Ms A M van Zyl,DA,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-20,Timeous,A,[233] [ (Rule 137(8))],,,36672,2111,Cooperative Governance and Traditional Affairs,pmg_code
written,1124,NW1265E,Ms T K Bodlani,DA,Minister in The Presidency,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-19,Timeous,A,[235] [ (Rule 137(8))],,,37478,150,Minister in The Presidency,pmg_code
written,1125,NW1266E,Ms S Singh,DA,Minister in The Presidency,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-19,Timeous,A,[236] [ (Rule 137(8))],,,37479,150,Minister in The Presidency,pmg_code
written,1126,NW1267E,Ms S Singh,DA,Minister in The Presidency,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-19,Timeous,A,[237] [ (Rule 137(8))],,,36621,150,Minister in The Presidency,pmg_code
written,1127,NW1268E,Ms K A Christie,DA,"Planning, Monitoring and Evaluation","Friday, March 13, 2026","Friday, March 27, 2026",2026-04-14,Late,A,[238] [ (Rule 137(8))],,,36622,1971,"Planning, Monitoring and Evaluation",pmg_code
written,1128,NW1270E,Mr D Bergman,DA,Minister in The Presidency,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-19,Timeous,A,[240] [ (Rule 137(8))],,,37164,1971,Minister in The Presidency,pmg_code
written,1129,NW1273E,Ms F Mbiko,DA,"Women, Youth and Persons with Disabilities","Friday, March 13, 2026","Friday, March 27, 2026",2026-04-17,Late,A,[243] [ (Rule 137(8))],,,36594,813,"Women, Youth and Persons with Disabilities",pmg_code
written,1130,NW1274E,Mrs M O Clarke,DA,Health,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-14,Late,A,,,,36550,1368,Health,pmg_code
written,1131,NW1275E,Ms T A Khanyile,DA,"Women, Youth and Persons with Disabilities","Friday, March 13, 2026","Friday, March 27, 2026",2026-04-17,Late,A,[244] [ (Rule 137(8))],,,36926,1300,"Women, Youth and Persons with Disabilities",pmg_code
written,1132,NW1276E,Ms T A Khanyile,DA,"Women, Youth and Persons with Disabilities","Friday, March 13, 2026","Friday, March 27, 2026",2026-04-01,Late,A,[245] [ (Rule 137(8))],,,36925,1844,"Women, Youth and Persons with Disabilities",pmg_code
written,1133,NW1277E,Ms F Mbiko,DA,"Women, Youth and Persons with Disabilities","Friday, March 13, 2026","Friday, March 27, 2026",2026-04-01,Late,A,[246] [ (Rule 137(8))],,,36938,1844,"Women, Youth and Persons with Disabilities",pmg_code
written,1134,NW1278E,Mr V Zungula,ATM,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-27,Timeous,A,,,,36927,1844,Cooperative Governance and Traditional Affairs,pmg_code
written,1135,NW1279E,Ms T L Marawu,ATM,"Trade, Industry and Competition","Friday, March 13, 2026","Friday, March 27, 2026",2026-05-05,Late,A,,,,36704,1803,"Trade, Industry and Competition",pmg_code
written,1136,NW1280E,Mr S M Gana,Rise Mzansi,Health,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-14,Late,A,,,,36458,1803,Health,pmg_code
written,1137,NW1281E,Mr S S Zibi,Rise Mzansi,Health,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-14,Late,A,,,,36928,1803,Health,pmg_code
written,1138,NW1282E,Mr S S Zibi,Rise Mzansi,Home Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-02,Late,A,,,,36623,1880,Home Affairs,pmg_code
written,1139,NW1283E,Mr S S Zibi,Rise Mzansi,Justice and Constitutional Development,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-10,Late,A,,,,36631,1880,Justice and Constitutional Development,pmg_code
written,1140,NW1284E,Mr S M Gana,Rise Mzansi,Police,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-26,Timeous,A,,,,37279,1799,Police,pmg_code
written,1141,NW1285E,Mr S M Gana,Rise Mzansi,"Trade, Industry and Competition","Friday, March 13, 2026","Friday, March 27, 2026",2026-05-05,Late,A,,,,36874,1799,"Trade, Industry and Competition",pmg_code
written,1142,NW1286E,Dr W J Boshoff,FF Plus,"Science, Technology and Innovation","Friday, March 13, 2026","Friday, March 27, 2026",2026-04-17,Late,A,,,,,1328,"Science, Technology and Innovation",member_name
written,1143,NW1287E,Mr A Sauls,PA,Home Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-05-11,Late,A,,,,36551,1292,Home Affairs,pmg_code
written,1144,NW1288E,Mr A Sauls,PA,Home Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-02,Late,A,,,,37006,1292,Home Affairs,pmg_code
written,1145,NW1289E,Mr A Sauls,PA,Higher Education,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-13,Late,A,,,,36767,1292,Higher Education,pmg_code
written,1146,NW1290E,Ms J S Petersen,PA,"Women, Youth and Persons with Disabilities","Friday, March 13, 2026","Friday, March 27, 2026",2026-04-17,Late,A,,,,36673,1908,"Women, Youth and Persons with Disabilities",pmg_code
written,1147,NW1291E,Ms J S Petersen,PA,"Women, Youth and Persons with Disabilities","Friday, March 13, 2026","Friday, March 27, 2026",2026-04-17,Late,A,,,,37518,1908,"Women, Youth and Persons with Disabilities",pmg_code
written,1148,NW1292E,Ms J S Petersen,PA,Police,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-26,Timeous,A,,,,37081,1908,Police,pmg_code
written,1149,NW1293E,Mr J A Mngxitam,MK,Land Reform and Rural Development,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-09,Late,A,,,,37562,804,Land Reform and Rural Development,pmg_code
written,1150,NW1294E,Mr J A Mngxitam,MK,Employment and Labour,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-26,Timeous,A,,,,37544,804,Employment and Labour,pmg_code
written,1151,NW1295E,Mr G Taaibosch,MK,Land Reform and Rural Development,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-17,Late,A,,,,37982,804,Land Reform and Rural Development,pmg_code
written,1152,NW1296E,Mr G Taaibosch,MK,Basic Education,"Friday, March 13, 2026","Friday, March 27, 2026",,Late,U,,,,37007,1343,Basic Education,pmg_code
written,1153,NW1297E,Ms N A Mtshweni,MK,Social Development,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-27,Timeous,A,,,,37110,1343,Social Development,pmg_code
written,1154,NW1298E,Ms N A Mtshweni,MK,Justice and Constitutional Development,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-14,Late,A,,,,,2100,Justice and Constitutional Development,member_name
written,1155,NW1299E,Ms Z S Abader,MK,Health,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-14,Late,A,,,,36459,1910,Health,pmg_code
written,1156,NW1300E,Ms Z S Abader,MK,International Relations and Cooperation,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-16,Late,A,,,,36846,1910,International Relations and Cooperation,pmg_code
written,1157,NW1303E,Mr A Nchabeleng,MK,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-02,Late,A,,,,36770,640,Cooperative Governance and Traditional Affairs,pmg_code
written,1158,NW1304E,Mr A Nchabeleng,MK,Higher Education,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-13,Late,A,,,,37473,2336,Higher Education,pmg_code
written,1159,NW1305E,Dr K Litchfield-Tshabalala,MK,International Relations and Cooperation,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-31,Late,A,,,,37599,2336,International Relations and Cooperation,pmg_code
written,1160,NW1306E,Dr K Litchfield-Tshabalala,MK,Defence and Military Veterans,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-28,Late,A,,,,37474,2336,Defence and Military Veterans,pmg_code
written,1161,NW1307E,Ms B E S Zuma,MK,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-27,Timeous,A,,,,36678,1718,Cooperative Governance and Traditional Affairs,pmg_code
written,1162,NW1308E,Ms B E S Zuma,MK,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-02,Late,A,,,,36674,2371,Cooperative Governance and Traditional Affairs,pmg_code
written,1163,NW1309E,Ms B E S Zuma,MK,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-05-11,Late,A,,,,36675,2371,Cooperative Governance and Traditional Affairs,pmg_code
written,1164,NW1310E,Ms M C Mafagane,MK,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-20,Timeous,A,,,,36676,2371,Cooperative Governance and Traditional Affairs,pmg_code
written,1165,NW1311E,Ms M C Mafagane,MK,Finance,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-31,Late,A,,,,37776,1729,Finance,pmg_code
written,1166,NW1312E,Ms H H Mbele,MK,Employment and Labour,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-26,Timeous,A,,,,37493,1729,Employment and Labour,pmg_code
written,1167,NW1313E,Ms H H Mbele,MK,Health,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-16,Late,A,,,,36448,1729,Health,pmg_code
written,1168,NW1314E,Mr W M Douglas,MK,International Relations and Cooperation,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-31,Late,A,,,,37983,1774,International Relations and Cooperation,pmg_code
written,1169,NW1315E,Mr W M Douglas,MK,Defence and Military Veterans,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-15,Late,A,,,,36929,1774,Defence and Military Veterans,pmg_code
written,1170,NW1316E,Mr W M Douglas,MK,Police,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-02,Late,A,,,,37660,1774,Police,pmg_code
written,1171,NW1317E,Mr T I Gamede,MK,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-05-12,Late,A,,,,38262,855,Cooperative Governance and Traditional Affairs,pmg_code
written,1172,NW1318E,Mr T I Gamede,MK,Human Settlements,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-01,Late,A,,,,37013,855,Human Settlements,pmg_code
written,1173,NW1319E,Mr T I Gamede,MK,Human Settlements,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-01,Late,A,,,,,2332,Human Settlements,member_name
written,1174,NW1320E,Mr S I Gama,MK,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-06-01,Late,A,,,,36624,1934,Cooperative Governance and Traditional Affairs,pmg_code
written,1175,NW1322E,Mr S I Gama,MK,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-20,Timeous,A,,,,36668,1842,Cooperative Governance and Traditional Affairs,pmg_code
written,1176,NW1323E,Mr T S Mjadu,MK,Health,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-14,Late,A,,,,38832,1842,Health,pmg_code
written,1177,NW1324E,Mr T S Mjadu,MK,Health,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-17,Late,A,,,,37353,1714,Health,pmg_code
written,1178,NW1325E,Mr T S Mjadu,MK,Health,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-14,Late,A,,,,37357,1714,Health,pmg_code
written,1179,NW1326E,Mr M M Gasa,MK,"Forestry, Fisheries and the Environment","Friday, March 13, 2026","Friday, March 27, 2026",2026-04-09,Late,A,,,,37358,1714,"Forestry, Fisheries and the Environment",pmg_code
written,1180,NW1327E,Mr M M Gasa,MK,"Forestry, Fisheries and the Environment","Friday, March 13, 2026","Friday, March 27, 2026",2026-04-09,Late,A,,,,37312,1699,"Forestry, Fisheries and the Environment",pmg_code
written,1181,NW1328E,Mr J S Malinga,MK,Basic Education,"Friday, March 13, 2026","Friday, March 27, 2026",2026-06-09,Late,A,,,,37016,1699,Basic Education,pmg_code
written,1182,NW1329E,Mr J S Malinga,MK,Police,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-21,Late,A,,,,37022,1699,Police,pmg_code
written,1183,NW1330E,Ms H M Radebe,MK,Basic Education,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-22,Late,A,,,,37891,1404,Basic Education,pmg_code
written,1184,NW1331E,Ms H M Radebe,MK,Basic Education,"Friday, March 13, 2026","Friday, March 27, 2026",2026-05-15,Late,A,,,,36932,1404,Basic Education,pmg_code
written,1185,NW1332E,Mr K B Madlala,MK,Agriculture,"Friday, March 13, 2026","Friday, March 27, 2026",2026-05-07,Late,A,,,,37372,1909,Agriculture,pmg_code
written,1186,NW1333E,Mr K B Madlala,MK,Agriculture,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-26,Timeous,A,,,,37373,1909,Agriculture,pmg_code
written,1187,NW1334E,Mr P Kubukeli,MK,Defence and Military Veterans,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-30,Late,A,,,,37374,1909,Defence and Military Veterans,pmg_code
written,1188,NW1335E,Mr P Kubukeli,MK,Home Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-02,Late,A,,,,37313,1843,Home Affairs,pmg_code
written,1189,NW1336E,Ms G Mchunu,MK,"Sports, Arts and Culture","Friday, March 13, 2026","Friday, March 27, 2026",2026-03-25,Timeous,A,,,,36847,1843,"Sports, Arts and Culture",pmg_code
written,1190,NW1337E,Ms G Mchunu,MK,"Sports, Arts and Culture","Friday, March 13, 2026","Friday, March 27, 2026",2026-04-01,Late,A,,,,37314,1843,"Sports, Arts and Culture",pmg_code
written,1191,NW1338E,Mr Z E Mthethwa,MK,"Trade, Industry and Competition","Friday, March 13, 2026","Friday, March 27, 2026",2026-05-05,Late,A,,,,37315,2048,"Trade, Industry and Competition",pmg_code
written,1192,NW1339E,Mr Z E Mthethwa,MK,International Relations and Cooperation,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-31,Late,A,,,,38170,2048,International Relations and Cooperation,pmg_code
written,1193,NW1340E,Mr Z E Mthethwa,MK,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-27,Timeous,A,,,,37297,2048,Cooperative Governance and Traditional Affairs,pmg_code
written,1194,NW1341E,Mr E K Madlala,MK,Mineral and Petroleum Resources,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-08,Late,A,,,,37082,1329,Mineral and Petroleum Resources,pmg_code
written,1195,NW1342E,Mr E K Madlala,MK,Cooperative Governance and Traditional Affairs,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-27,Timeous,A,,,,37027,1329,Cooperative Governance and Traditional Affairs,pmg_code
written,1196,NW1343E,Ms N Buthelezi,MK,Employment and Labour,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-26,Timeous,A,,,,36896,1329,Employment and Labour,pmg_code
written,1197,NW1344E,Ms N Buthelezi,MK,Employment and Labour,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-26,Timeous,A,,,,36625,2345,Employment and Labour,pmg_code
written,1198,NW1345E,Mr B M Mkongi,MK,Defence and Military Veterans,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-13,Late,A,,,,36937,2178,Defence and Military Veterans,pmg_code
written,1199,NW1346E,Mr B M Mkongi,MK,Agriculture,"Friday, March 13, 2026","Friday, March 27, 2026",2026-05-15,Late,A,,,,36930,2178,Agriculture,pmg_code
written,1200,NW1347E,Mr B M Mkongi,MK,Police,"Friday, March 13, 2026","Tuesday, April 14, 2026",2026-05-18,Late,A,Extension Approved,,,36931,2178,Police,pmg_code
written,1201,NW1348E,Mr J B Mtolo,MK,Land Reform and Rural Development,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-17,Late,A,,,,37349,2059,Land Reform and Rural Development,pmg_code
written,1202,NW1349E,Mr J B Mtolo,MK,Health,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-22,Late,A,,,,36549,2059,Health,pmg_code
written,1203,NW1350E,Ms M B B Muhammad,MK,Health,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-14,Late,A,,,,37438,2059,Health,pmg_code
written,1204,NW1351E,Ms M B B Muhammad,MK,Finance,"Friday, March 13, 2026","Friday, March 27, 2026",2026-03-31,Late,A,,,,,2101,Finance,member_name
written,1205,NW1352E,Ms M B B Muhammad,MK,Basic Education,"Friday, March 13, 2026","Friday, March 27, 2026",2026-05-15,Late,A,,,,37238,2043,Basic Education,pmg_code
written,1206,NW1353E,Mr G Motaung,MK,"Sports, Arts and Culture","Friday, March 13, 2026","Friday, March 27, 2026",2026-03-25,Timeous,A,,,,,2358,"Sports, Arts and Culture",member_name
written,1207,NW1354E,Mr G Motaung,MK,Communications and Digital Technologies,"Friday, March 13, 2026","Friday, March 27, 2026",2026-04-30,Late,A,,,,36626,2043,Communications and Digital Technologies,pmg_code
